nctid,stop_date,stop_status,restart_date,restart_status,why_stopped
NCT05422781,NA,NA,NA,NA,NA
NCT05422768,NA,NA,NA,NA,NA
NCT05422755,NA,NA,NA,NA,NA
NCT05422742,NA,NA,NA,NA,NA
NCT05422729,NA,NA,NA,NA,NA
NCT05422716,NA,NA,NA,NA,NA
NCT05422703,NA,NA,NA,NA,NA
NCT05422690,NA,NA,NA,NA,NA
NCT05422651,NA,NA,NA,NA,NA
NCT05422638,NA,NA,NA,NA,NA
NCT05422625,NA,NA,NA,NA,NA
NCT05422612,NA,NA,NA,NA,NA
NCT05422599,NA,NA,NA,NA,NA
NCT05422586,NA,NA,NA,NA,NA
NCT05422573,NA,NA,NA,NA,NA
NCT05422560,NA,NA,NA,NA,NA
NCT05422547,NA,NA,NA,NA,NA
NCT05422534,NA,NA,NA,NA,NA
NCT05422508,NA,NA,NA,NA,NA
NCT05422495,NA,NA,NA,NA,NA
NCT05422469,NA,NA,NA,NA,NA
NCT05422456,NA,NA,NA,NA,NA
NCT05422443,NA,NA,NA,NA,NA
NCT05422430,NA,NA,NA,NA,NA
NCT05422417,NA,NA,NA,NA,NA
NCT05422404,NA,NA,NA,NA,NA
NCT05422378,NA,NA,NA,NA,NA
NCT05422365,NA,NA,NA,NA,NA
NCT05422352,NA,NA,NA,NA,NA
NCT05422339,NA,NA,NA,NA,NA
NCT05422300,NA,NA,NA,NA,NA
NCT05422287,NA,NA,NA,NA,NA
NCT05422274,NA,NA,NA,NA,NA
NCT05422261,NA,NA,NA,NA,NA
NCT05422235,NA,NA,NA,NA,NA
NCT05422222,NA,NA,NA,NA,NA
NCT05422209,NA,NA,NA,NA,NA
NCT05422196,NA,NA,NA,NA,NA
NCT05422183,NA,NA,NA,NA,NA
NCT05422170,NA,NA,NA,NA,NA
NCT05422157,NA,NA,NA,NA,NA
NCT05422131,NA,NA,NA,NA,NA
NCT05422118,NA,NA,NA,NA,NA
NCT05422092,NA,NA,NA,NA,NA
NCT05422066,NA,NA,NA,NA,NA
NCT05422053,NA,NA,NA,NA,NA
NCT05422027,NA,NA,NA,NA,NA
NCT05422014,NA,NA,NA,NA,NA
NCT05422001,NA,NA,NA,NA,NA
NCT05421988,NA,NA,NA,NA,NA
NCT05421975,NA,NA,NA,NA,NA
NCT05421949,NA,NA,NA,NA,NA
NCT05421936,NA,NA,NA,NA,NA
NCT05421923,NA,NA,NA,NA,NA
NCT05421910,NA,NA,NA,NA,NA
NCT05421897,NA,NA,NA,NA,NA
NCT05421884,NA,NA,NA,NA,NA
NCT05421871,NA,NA,NA,NA,NA
NCT05421858,NA,NA,NA,NA,NA
NCT05421845,NA,NA,NA,NA,NA
NCT05421832,NA,NA,NA,NA,NA
NCT05421819,NA,NA,NA,NA,NA
NCT05421806,NA,NA,NA,NA,NA
NCT05421793,NA,NA,NA,NA,NA
NCT05421780,NA,NA,NA,NA,NA
NCT05421767,NA,NA,NA,NA,NA
NCT05421754,NA,NA,NA,NA,NA
NCT05421741,NA,NA,NA,NA,NA
NCT05421728,NA,NA,NA,NA,NA
NCT05421715,NA,NA,NA,NA,NA
NCT05421702,NA,NA,NA,NA,NA
NCT05421689,NA,NA,NA,NA,NA
NCT05421676,NA,NA,NA,NA,NA
NCT05421663,NA,NA,NA,NA,NA
NCT05421650,NA,NA,NA,NA,NA
NCT05421637,NA,NA,NA,NA,NA
NCT05421624,NA,NA,NA,NA,NA
NCT05421611,NA,NA,NA,NA,NA
NCT05421598,NA,NA,NA,NA,NA
NCT05421585,NA,NA,NA,NA,NA
NCT05421572,NA,NA,NA,NA,NA
NCT05421559,NA,NA,NA,NA,NA
NCT05421546,NA,NA,NA,NA,NA
NCT05421533,NA,NA,NA,NA,NA
NCT05421507,NA,NA,NA,NA,NA
NCT05421494,NA,NA,NA,NA,NA
NCT05421468,NA,NA,NA,NA,NA
NCT05421455,NA,NA,NA,NA,NA
NCT05421442,NA,NA,NA,NA,NA
NCT05421429,NA,NA,NA,NA,NA
NCT05421416,NA,NA,NA,NA,NA
NCT05421403,NA,NA,NA,NA,NA
NCT05421351,NA,NA,NA,NA,NA
NCT05421338,NA,NA,NA,NA,NA
NCT05421325,NA,NA,NA,NA,NA
NCT05421312,NA,NA,NA,NA,NA
NCT05421299,NA,NA,NA,NA,NA
NCT05421286,NA,NA,NA,NA,NA
NCT05421273,NA,NA,NA,NA,NA
NCT05421260,NA,NA,NA,NA,NA
NCT05421247,NA,NA,NA,NA,NA
NCT05421221,NA,NA,NA,NA,NA
NCT05421208,NA,NA,NA,NA,NA
NCT05421169,NA,NA,NA,NA,NA
NCT05421156,NA,NA,NA,NA,NA
NCT05421130,NA,NA,NA,NA,NA
NCT05421117,NA,NA,NA,NA,NA
NCT05421104,NA,NA,NA,NA,NA
NCT05421091,NA,NA,NA,NA,NA
NCT05421065,NA,NA,NA,NA,NA
NCT05421052,NA,NA,NA,NA,NA
NCT05421039,NA,NA,NA,NA,NA
NCT05421026,NA,NA,NA,NA,NA
NCT05421013,NA,NA,NA,NA,NA
NCT05421000,NA,NA,NA,NA,NA
NCT05420987,NA,NA,NA,NA,NA
NCT05420974,NA,NA,NA,NA,NA
NCT05420961,NA,NA,NA,NA,NA
NCT05420948,NA,NA,NA,NA,NA
NCT05420935,NA,NA,NA,NA,NA
NCT05420922,NA,NA,NA,NA,NA
NCT05420909,NA,NA,NA,NA,NA
NCT05420896,NA,NA,NA,NA,NA
NCT05420883,NA,NA,NA,NA,NA
NCT05420870,NA,NA,NA,NA,NA
NCT05420857,NA,NA,NA,NA,NA
NCT05420844,NA,NA,NA,NA,NA
NCT05420831,NA,NA,NA,NA,NA
NCT05420818,NA,NA,NA,NA,NA
NCT05420792,NA,NA,NA,NA,NA
NCT05420779,NA,NA,NA,NA,NA
NCT05420766,NA,NA,NA,NA,NA
NCT05420753,NA,NA,NA,NA,NA
NCT05420740,NA,NA,NA,NA,NA
NCT05420714,NA,NA,NA,NA,NA
NCT05420701,NA,NA,NA,NA,NA
NCT05420649,NA,NA,NA,NA,NA
NCT05420636,NA,NA,NA,NA,NA
NCT05420623,NA,NA,NA,NA,NA
NCT05420610,NA,NA,NA,NA,NA
NCT05420597,NA,NA,NA,NA,NA
NCT05420584,NA,NA,NA,NA,NA
NCT05420571,NA,NA,NA,NA,NA
NCT05420558,NA,NA,NA,NA,NA
NCT05420545,NA,NA,NA,NA,NA
NCT05420532,NA,NA,NA,NA,NA
NCT05420519,NA,NA,NA,NA,NA
NCT05420493,NA,NA,NA,NA,NA
NCT05420454,NA,NA,NA,NA,NA
NCT05420441,NA,NA,NA,NA,NA
NCT05420428,NA,NA,NA,NA,NA
NCT05420415,NA,NA,NA,NA,NA
NCT05420402,NA,NA,NA,NA,NA
NCT05420376,NA,NA,NA,NA,NA
NCT05420363,NA,NA,NA,NA,NA
NCT05420337,NA,NA,NA,NA,NA
NCT05420324,NA,NA,NA,NA,NA
NCT05420311,NA,NA,NA,NA,NA
NCT05420298,NA,NA,NA,NA,NA
NCT05420285,NA,NA,NA,NA,NA
NCT05420246,NA,NA,NA,NA,NA
NCT05420233,NA,NA,NA,NA,NA
NCT05420207,NA,NA,NA,NA,NA
NCT05420181,NA,NA,NA,NA,NA
NCT05420168,NA,NA,NA,NA,NA
NCT05420155,NA,NA,NA,NA,NA
NCT05420142,NA,NA,NA,NA,NA
NCT05420129,NA,NA,NA,NA,NA
NCT05420116,NA,NA,NA,NA,NA
NCT05420103,NA,NA,NA,NA,NA
NCT05420090,NA,NA,NA,NA,NA
NCT05420077,NA,NA,NA,NA,NA
NCT05420064,NA,NA,NA,NA,NA
NCT05420051,NA,NA,NA,NA,NA
NCT05420025,NA,NA,NA,NA,NA
NCT05420012,NA,NA,NA,NA,NA
NCT05419999,NA,NA,NA,NA,NA
NCT05419960,NA,NA,NA,NA,NA
NCT05419947,NA,NA,NA,NA,NA
NCT05419934,NA,NA,NA,NA,NA
NCT05419921,NA,NA,NA,NA,NA
NCT05419882,NA,NA,NA,NA,NA
NCT05419869,NA,NA,NA,NA,NA
NCT05419843,NA,NA,NA,NA,NA
NCT05419817,NA,NA,NA,NA,NA
NCT05419804,NA,NA,NA,NA,NA
NCT05419791,NA,NA,NA,NA,NA
NCT05419778,NA,NA,NA,NA,NA
NCT05419765,NA,NA,NA,NA,NA
NCT05419752,NA,NA,NA,NA,NA
NCT05419726,NA,NA,NA,NA,NA
NCT05419687,NA,NA,NA,NA,NA
NCT05419674,NA,NA,NA,NA,NA
NCT05419661,NA,NA,NA,NA,NA
NCT05419648,NA,NA,NA,NA,NA
NCT05419622,NA,NA,NA,NA,NA
NCT05419609,NA,NA,NA,NA,NA
NCT05419596,NA,NA,NA,NA,NA
NCT05419570,NA,NA,NA,NA,NA
NCT05419544,NA,NA,NA,NA,NA
NCT05419518,NA,NA,NA,NA,NA
NCT05419505,NA,NA,NA,NA,NA
NCT05419492,NA,NA,NA,NA,NA
NCT05419479,NA,NA,NA,NA,NA
NCT05419466,NA,NA,NA,NA,NA
NCT05419453,NA,NA,NA,NA,NA
NCT05419440,NA,NA,NA,NA,NA
NCT05419427,NA,NA,NA,NA,NA
NCT05419414,NA,NA,NA,NA,NA
NCT05419401,NA,NA,NA,NA,NA
NCT05419388,NA,NA,NA,NA,NA
NCT05419375,NA,NA,NA,NA,NA
NCT05419362,NA,NA,NA,NA,NA
NCT05419349,NA,NA,NA,NA,NA
NCT05419336,NA,NA,NA,NA,NA
NCT05419323,NA,NA,NA,NA,NA
NCT05419310,NA,NA,NA,NA,NA
NCT05419297,NA,NA,NA,NA,NA
NCT05419284,NA,NA,NA,NA,NA
NCT05419271,NA,NA,NA,NA,NA
NCT05419258,NA,NA,NA,NA,NA
NCT05419245,NA,NA,NA,NA,NA
NCT05419232,NA,NA,NA,NA,NA
NCT05419219,NA,NA,NA,NA,NA
NCT05419206,NA,NA,NA,NA,NA
NCT05419193,NA,NA,NA,NA,NA
NCT05419180,NA,NA,NA,NA,NA
NCT05419154,NA,NA,NA,NA,NA
NCT05419141,NA,NA,NA,NA,NA
NCT05419128,NA,NA,NA,NA,NA
NCT05419115,NA,NA,NA,NA,NA
NCT05419102,NA,NA,NA,NA,NA
NCT05419089,NA,NA,NA,NA,NA
NCT05419063,NA,NA,NA,NA,NA
NCT05418998,NA,NA,NA,NA,NA
NCT05418985,NA,NA,NA,NA,NA
NCT05418959,NA,NA,NA,NA,NA
NCT05418946,NA,NA,NA,NA,NA
NCT05418933,NA,NA,NA,NA,NA
NCT05418907,NA,NA,NA,NA,NA
NCT05418881,NA,NA,NA,NA,NA
NCT05418868,NA,NA,NA,NA,NA
NCT05418855,NA,NA,NA,NA,NA
NCT05418842,NA,NA,NA,NA,NA
NCT05418829,NA,NA,NA,NA,NA
NCT05418816,NA,NA,NA,NA,NA
NCT05418803,NA,NA,NA,NA,NA
NCT05418790,NA,NA,NA,NA,NA
NCT05418777,NA,NA,NA,NA,NA
NCT05418764,NA,NA,NA,NA,NA
NCT05418738,NA,NA,NA,NA,NA
NCT05418725,NA,NA,NA,NA,NA
NCT05418712,NA,NA,NA,NA,NA
NCT05418699,NA,NA,NA,NA,NA
NCT05418686,NA,NA,NA,NA,NA
NCT05418673,NA,NA,NA,NA,NA
NCT05418660,NA,NA,NA,NA,NA
NCT05418647,NA,NA,NA,NA,NA
NCT05418634,NA,NA,NA,NA,NA
NCT05418621,NA,NA,NA,NA,NA
NCT05418608,NA,NA,NA,NA,NA
NCT05418595,NA,NA,NA,NA,NA
NCT05418582,NA,NA,NA,NA,NA
NCT05418569,NA,NA,NA,NA,NA
NCT05418556,NA,NA,NA,NA,NA
NCT05418543,NA,NA,NA,NA,NA
NCT05418530,NA,NA,NA,NA,NA
NCT05418517,NA,NA,NA,NA,NA
NCT05418504,NA,NA,NA,NA,NA
NCT05418491,NA,NA,NA,NA,NA
NCT05418478,NA,NA,NA,NA,NA
NCT05418465,NA,NA,NA,NA,NA
NCT05418452,NA,NA,NA,NA,NA
NCT05418439,NA,NA,NA,NA,NA
NCT05418426,NA,NA,NA,NA,NA
NCT05418400,NA,NA,NA,NA,NA
NCT05418387,NA,NA,NA,NA,NA
NCT05418374,NA,NA,NA,NA,NA
NCT05418361,NA,NA,NA,NA,NA
NCT05418348,NA,NA,NA,NA,NA
NCT05418335,NA,NA,NA,NA,NA
NCT05418322,NA,NA,NA,NA,NA
NCT05418309,NA,NA,NA,NA,NA
NCT05418296,NA,NA,NA,NA,NA
NCT05418283,NA,NA,NA,NA,NA
NCT05418270,NA,NA,NA,NA,NA
NCT05418257,NA,NA,NA,NA,NA
NCT05418244,NA,NA,NA,NA,NA
NCT05418231,NA,NA,NA,NA,NA
NCT05418218,NA,NA,NA,NA,NA
NCT05418205,NA,NA,NA,NA,NA
NCT05418192,NA,NA,NA,NA,NA
NCT05418179,NA,NA,NA,NA,NA
NCT05418166,NA,NA,NA,NA,NA
NCT05418153,NA,NA,NA,NA,NA
NCT05418140,NA,NA,NA,NA,NA
NCT05418127,NA,NA,NA,NA,NA
NCT05418114,NA,NA,NA,NA,NA
NCT05418101,NA,NA,NA,NA,NA
NCT05418088,NA,NA,NA,NA,NA
NCT05418075,NA,NA,NA,NA,NA
NCT05418062,NA,NA,NA,NA,NA
NCT05418049,NA,NA,NA,NA,NA
NCT05418036,NA,NA,NA,NA,NA
NCT05418023,NA,NA,NA,NA,NA
NCT05418010,NA,NA,NA,NA,NA
NCT05417997,NA,NA,NA,NA,NA
NCT05417984,NA,NA,NA,NA,NA
NCT05417971,NA,NA,NA,NA,NA
NCT05417958,NA,NA,NA,NA,NA
NCT05417945,NA,NA,NA,NA,NA
NCT05417932,NA,NA,NA,NA,NA
NCT05417919,NA,NA,NA,NA,NA
NCT05417906,NA,NA,NA,NA,NA
NCT05417893,NA,NA,NA,NA,NA
NCT05417880,NA,NA,NA,NA,NA
NCT05417867,NA,NA,NA,NA,NA
NCT05417854,NA,NA,NA,NA,NA
NCT05417841,NA,NA,NA,NA,NA
NCT05417828,NA,NA,NA,NA,NA
NCT05417815,NA,NA,NA,NA,NA
NCT05417802,NA,NA,NA,NA,NA
NCT05417789,NA,NA,NA,NA,NA
NCT05417776,NA,NA,NA,NA,NA
NCT05417737,NA,NA,NA,NA,NA
NCT05417724,NA,NA,NA,NA,NA
NCT05417711,NA,NA,NA,NA,NA
NCT05417698,NA,NA,NA,NA,NA
NCT05417685,NA,NA,NA,NA,NA
NCT05417672,NA,NA,NA,NA,NA
NCT05417659,NA,NA,NA,NA,NA
NCT05417646,NA,NA,NA,NA,NA
NCT05417633,NA,NA,NA,NA,NA
NCT05417620,NA,NA,NA,NA,NA
NCT05417594,NA,NA,NA,NA,NA
NCT05417581,NA,NA,NA,NA,NA
NCT05417568,NA,NA,NA,NA,NA
NCT05417555,NA,NA,NA,NA,NA
NCT05417542,NA,NA,NA,NA,NA
